collection_ID,name,ecoSound-web_link,primary_contributors,secondary_contributors,date_added,URL_open_recordings,URL_project,DOI_publication,core_realm_IUCN,medium,locality,spatial_selection,temporal_exclusion,contributor_comments
432,Torrevieja lagoon natural park,https://ecosound-web.de/ecosound_web/collection/show/432,"Esther Sebastián-González,Cristian Pérez-Granados","",2022-05-29,none,none,none,Terrestrial,air,Torrevieja lagoon,"",none,""
433,LIFE-Ricoti project,https://ecosound-web.de/ecosound_web/collection/show/433,"Juan Traba,Cristian Pérez-Granados,Gerard Bota","",2022-05-29,none,none,"10.1111/jofo.12306,10.5253/arde.v106i2.a6,10.1080/00063657.2018.1511682",Terrestrial,air,"Soria province,Guadalajara province,Soria and Lleida provinces","",none,"Recorder description in Pérez-Granados et al. (2019) Ardeola, since it was created by ourselves."
436,Nightjaring,https://ecosound-web.de/ecosound_web/collection/show/436,"Cristian Pérez-Granados,Juan Traba","",2022-05-29,none,none,none,Terrestrial,air,Doñana National Park,"",none,""
437,Bee-eater studies,https://ecosound-web.de/ecosound_web/collection/show/437,"Gerard Bota,Cristian Pérez-Granados,Juan Traba","",2022-05-29,none,none,10.5253/arde.v108i2.a3,Terrestrial,air,Lleida province,"",none,"Recorder description in Pérez-Granados et al. (2019) Ardeola, since it was created by ourselves."
438,Eurasian bittern monitoring programme,https://ecosound-web.de/ecosound_web/collection/show/438,"Cristian Pérez-Granados,Gerard Bota","",2022-05-29,none,none,10.1016/j.ecoinf.2022.101910,Terrestrial,air,Aragón province,"",none,""
439,Woodpecker forest,https://ecosound-web.de/ecosound_web/collection/show/439,"Gerard Bota,Cristian Pérez-Granados","",2022-05-29,none,none,none,Terrestrial,air,Navarra province,"",none,""
440,American bullfrog monitoring programme,https://ecosound-web.de/ecosound_web/collection/show/440,"Gerard Bota,Cristian Pérez-Granados","",2022-05-29,none,none,none,Terrestrial,air,Tarragona province,"",none,""
442,Areia,https://ecosound-web.de/ecosound_web/collection/show/442,Luis P. da Silva,"",2022-05-30,none,none,none,Terrestrial,air,Oporto,"","",""
443,TopDevil,https://ecosound-web.de/ecosound_web/collection/show/443,"Luis P. da Silva,Pedro B. Lopes",Nuno Faria,2022-05-30,none,https://www.researchgate.net/project/Topdevil-Top-down-biological-control-by-flying-vertebrates-on-the-eucalyptus-weevil,none,Terrestrial,air,"Coimbra, Aveiro","","",""
445,INAU Pantanal Biodata Center 1,https://ecosound-web.de/ecosound_web/collection/show/445,"Karl-Ludwig Schuchmann,Marinez Isaac Marques,Ana Silvia de Oliveira Tissiani","Filipe F de Deus,Carolline Z Fieker,Cristian Pérez-Granados,Allan G Oliveira,Thiago M Ventura,Todor Ganchev,Italo A A Rondon",2022-05-31,none,https://cobra.ic.ufmt.br/,"",Terrestrial,air,Pantanal wetland,"",none,"Nov-2013 to Nov-2014 recorded 24h, Nov-2014 to June-2016 had started recorded 15min/h "
446,INAU Pantanal Biodata Center 2,https://ecosound-web.de/ecosound_web/collection/show/446,"Karl-Ludwig Schuchmann,Marinez Isaac Marques,Ana Silvia de Oliveira Tissiani","Filipe F de Deus,Carolline Z Fieker,Cristian Pérez-Granados,Allan G Oliveira,Thiago M Ventura,Todor Ganchev,Italo A A Rondon",2022-05-31,none,https://cobra.ic.ufmt.br/,"",Terrestrial,air,Pantanal wetland,"",none,""
447,INAU Pantanal Biodata Center 3,https://ecosound-web.de/ecosound_web/collection/show/447,"Karl-Ludwig Schuchmann,Marinez Isaac Marques,Ana Silvia de Oliveira Tissiani","Filipe F de Deus,Carolline Z Fieker,Cristian Pérez-Granados,Allan G Oliveira,Thiago M Ventura,Todor Ganchev,Italo A A Rondon",2022-05-31,none,https://cobra.ic.ufmt.br/,"",Terrestrial,air,Pantanal wetland,"",none,""
448,INAU Pantanal Biodata Center 4,https://ecosound-web.de/ecosound_web/collection/show/448,"Karl-Ludwig Schuchmann,Marinez Isaac Marques,Ana Silvia de Oliveira Tissiani","Filipe F de Deus,Cristian Pérez-Granados",2022-06-01,none,https://cobra.ic.ufmt.br/,10.1080/09524622.2020.1821399,Terrestrial,air,UFMT Zoo,"",none,Recorded from 28 July to 4 August 2019. Description in Pérez-Granados C. & K.-L. Schuchmann. 2020. Vocalisations of the Greater Rhea (Rhea americana): an allegedly silent ratite. Bioacoustics.
453,Forest Research Institute (Greece) - Rhodope Mountains,https://ecosound-web.de/ecosound_web/collection/show/453,Christos Astaras,"",2022-06-02,none,none,"10.3390/info12080290,10.2478/foecol-2022-0012 ",Terrestrial,air,Rhodope Mountains,"",none,Recording end dates (min /12/2019 - max 11/1/2020)
454,Forest Research Institute (Greece) - Othris Mountain,https://ecosound-web.de/ecosound_web/collection/show/454,Christos Astaras,"",2022-06-02,none,none,none,Terrestrial,air,Othris Mountain,"",none,Recordings from 16/7/2020 to 17/9/2020
455,Forest Research Institute (Greece) - Evros River Delta,https://ecosound-web.de/ecosound_web/collection/show/455,Christos Astaras,"",2022-06-02,none,none,none,Terrestrial,air,Evros River Delta (National Park),"",none,"Wetland area - emphasis on gun hunting, so lots of gunshots as well / Recorded from 30/10/2019 until 29/2/2020"
456,Forest Research Institute (Greece) - Dadia NP,https://ecosound-web.de/ecosound_web/collection/show/456,Christos Astaras,Ilias Karmiris,2022-06-02,none,none,none,Terrestrial,air,Dadia National Park,"",none,Forest opening - sensors quite close to each other (a few hundrend meters) - data were collected to detect the presence of grazing livestock / Recorded from 19/4/2021 to 15/10/2021
457,Forest Research Institute (Greece) - Aoos River Gorge,https://ecosound-web.de/ecosound_web/collection/show/457,Christos Astaras,Rainforest Connection (RFCx),2022-06-02,none,none,none,Terrestrial,air,Aoos River Gorge,"",none,Data recorded using Rainforest Connection Guardian sensors - real-time data transfer of data to Arbimon platform. Rarely all five recorders worked - most data from 1-3 recorders.
458,Forest Research Institute (Greece) - Sithonia Peninsula,https://ecosound-web.de/ecosound_web/collection/show/458,Christos Astaras,"",2022-06-02,none,none,none,Terrestrial,air,"Sithonia Penninsula, Chalkidiki","",none,"Sensors deployed across four different pine forests areas, burnt at different times (unburnt, 20 years, 12 years, 4 years) / For 4 of the 11 sites, we also have concurrent recordings - same settings - for SM mini and SM micro / ecordings made for 10-12 days during the months of March 2022, June 2022, and September 2022 (Will also collect on January 2023 and will stop the grid)"
459,Forest Research Institute (Greece) - Oiti Mountain,https://ecosound-web.de/ecosound_web/collection/show/459,Christos Astaras,"",2022-06-02,none,none,none,Terrestrial,air,Oiti Mountain (National Park),"",none,Recorded from 9/11/2021 to 7/2/2022
460,Forest Research Institute (Greece) - Parnitha Mountain,https://ecosound-web.de/ecosound_web/collection/show/460,Christos Astaras,"",2022-06-02,none,none,none,Terrestrial,air,Parnitha Mountain (National Park),"",none,Sensors were placed in areas with red deer rutt calls - so one of the sensors is dominated by thousands (upon thousands) of those calls / Ρεψορδεδ φρομ 9/9/2019 το 17/10/2019
182,Yat,https://ecosound-web.de/ecosound_web/collection/show/182,"Orlando Acevedo-Charry,Zuania Colón-Piñeiro","Juan Diego Tovar,Diego Alejandro Gómez-Montes",2021-11-01,none,https://ipt.biodiversidad.co/biota/resource?r=map_yataros_2020,10.21068/c2021.v22n01a13,Terrestrial,air,Eastern Andes,"",none,Some published (http://revistas.humboldt.org.co/index.php/biota/article/view/842/981) others ongoing to publication
137,Araracuara,https://ecosound-web.de/ecosound_web/collection/show/137,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta",Claudia A. Medina-Uribe,2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,Puerto Santander - río Yarí,"",none,""
138,BoyacaBio,https://ecosound-web.de/ecosound_web/collection/show/138,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta",Alexandra Buitrago-Cardona,2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,Páramo de Ocetá,"",none,""
141,ColombiaBio,https://ecosound-web.de/ecosound_web/collection/show/141,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta","",2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,"PNN Chingaza - sector oriental, PNN Sumapaz - sector sur","",none,""
475,Lizama,https://ecosound-web.de/ecosound_web/collection/show/475,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta","",2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,Caño La Lisama,"",none,""
476,RiquezaNatural,https://ecosound-web.de/ecosound_web/collection/show/476,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta","Bibiana Gómez-Valencia,Yenifer Herrera-Varón,Jose Manuel Ochoa-Quintero",2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,Montes de María,"",none,""
477,SantanderBio,https://ecosound-web.de/ecosound_web/collection/show/477,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta","",2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,La Belleza - buffer PNN Serranía de los Yariguíes; El Carare - Opón - Las Quinchas; El Carare - Opón - Las Quinchas,"",none,""
480,Yataros,https://ecosound-web.de/ecosound_web/collection/show/480,"Orlando Acevedo-Charry,Kevin G. Borja-Acosta",Zuania Colón-Piñeiro,2022-07-09,none,https://www.gbif.org/dataset/e98d3337-f7d7-454a-abae-c82d2d6010a9,10.1016/j.dib.2020.106648,Terrestrial,air,Reserva Natural y Cascada Los Tucanes (antes Los Yátaros),"",none,""
481,PiedrasBlancas_CostaRica,https://ecosound-web.de/ecosound_web/collection/show/481,Christoph Meyer,"",2022-07-13,none,none,none,Terrestrial,air,Piedras Blancas National Park,"",none,""
369,Greater Manchester golf courses_UK,https://ecosound-web.de/ecosound_web/collection/show/369,"Christoph Meyer,Sarah Rowley","",2022-12-22,none,none,none,Terrestrial,air,Greater Manchester,"",none,""
178,Dja Landscape Recordings,https://ecosound-web.de/ecosound_web/collection/show/178,Jacob Willie,"Johan Diepstraten,Jacques Keumo Kuenbou",2022-09-12,https://doi.org/10.5061/dryad.866t1g1rh,none,10.1016/j.dib.2022.107930,Terrestrial,air,Northern periphery of the Dja Reserve,"","","For Audiomoths, we could not change high-pass filter settings. "
307,La Belgique Research Site,https://ecosound-web.de/ecosound_web/collection/show/307,Jacob Willie,Jacques Keumo Kuenbou,2022-09-12,none,none,none,Terrestrial,air,La Belgique Research Site,"","","When using SM4, we were not aware of high-pass filters. We did not pay attention to this detail. "
323,Catalonia - Bat Monitoring Programme,https://ecosound-web.de/ecosound_web/collection/show/323,Adrià López-Baucells,"",2022-09-22,none,www.batmonitoring.org,none,Terrestrial,air,"","All sampling sites have been selected to be representative of most Mediterranean and Alpine habitats, primarily included in the Natural Parks and Protected areas within the Catalonia region.",none,In some locations we might have used SM2 or SM3 detectors due to logistics constraints
361,Catalonia - Wetlands Project,https://ecosound-web.de/ecosound_web/collection/show/361,Maria Mas Navarro,"",2022-09-22,none,www.batmonitoring.org,none,Terrestrial,air,"","Random distribution in the four main habtiats in the Delta (rice paddies, salt marshes, wetlands and urban areas).",none,In some locations we might have used SM2 or SM3 detectors due to logistics constraints
500,Catalonia - Capaccinii Project,https://ecosound-web.de/ecosound_web/collection/show/500,David López-Bosch,"",2022-10-19,none,www.batmonitoring.org,none,Freshwater,air,"",River transects with calm water within Myotis capaccinii habitat,none,""
501,Catalonia - Llobregat Project,https://ecosound-web.de/ecosound_web/collection/show/501,Laura Torrent,"",2022-10-20,none,www.batmonitoring.org,none,Terrestrial,air,"",Wetland and riverine habitats throgouh Llobregat river basin,none,""
291,Silent Cities Project,https://ecosound-web.de/ecosound_web/collection/show/291,"Samuel Challéat,Amandine Gasc,Jérémy Froideveaux,Nicolas Pajusco,Nicolas Farrugia",Silent cities consortium,2022-11-17,none,none,none,Terrestrial,air,World,"",none,"mixed of audiomoth, SM4 and SM4 bats depending on the site"
366,Antarctica WAP SIO,https://ecosound-web.de/ecosound_web/collection/show/366,Ana Širović,John Hildebrand,2022-12-17,none,none,10.1016/j.dsr2.2004.08.005,Marine,water,Western Antarctic Peninsula,"",none,""
367,ADRIA HARP,https://ecosound-web.de/ecosound_web/collection/show/367,Ana Širović,"",2022-12-17,none,none,none,Marine,water,Adriatic Sea,"","",""
370,WeddellSea_GreenwichMeridian,https://ecosound-web.de/ecosound_web/collection/show/370,Karolin Thomisch,"Olaf Boebel,Ocean Acoustics Group,Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research,Germany",2023-01-06,none,none,10.1098/rsos.160370,Marine,water,"","",none,""
1014,LIFEPLAN_RioDeJaneiro_Natural,https://ecosound-web.de/ecosound_web/collection/show/1014,"Alexandre Antonelli,Paula Leitman,Thiago Dorigo","",2024-02-23,none,https://www2.helsinki.fi/en/projects/lifeplan,none,Terrestrial,air,"Reserva Particular do Patrimônio Natural Alto da Figueira, Macaé de Cima, Nova Friburgo, RJ, Brazil","",none,""
373,LIFEPLAN_RioDeJaneiro_Urban,https://ecosound-web.de/ecosound_web/collection/show/373,"Alexandre Antonelli,Paula Leitman,Thiago Dorigo","",2023-01-18,none,https://www2.helsinki.fi/en/projects/lifeplan,none,Terrestrial,air,"Reserva Particular do Patrimônio Natural (RPPN) Reserva Ecológica do Rio Bonito de Lumiar, Rio Bonito, Nova Friburgo, RJ, Brazil","",none,""
375,Detroit River passive acoustic,https://ecosound-web.de/ecosound_web/collection/show/375,Dennis Higgs,"",2023-01-19,none,"",10.1111/jai.14269,Freshwater,water,Detroit River,"",none,passive recording over 25 days at one site
441,Soundscapes from Mongolia,https://ecosound-web.de/ecosound_web/collection/show/441,Stanislas Wroza,"",2023-01-24,none,none,none,Terrestrial,air,Jargalant,"",none,"Recordings whole night + dawn. more sites recorded but at different, non-simultaneous times"
489,Spillepeng bird sanctuary,https://ecosound-web.de/ecosound_web/collection/show/489,"Gunnar Cerwén,Max Ritts","",2023-01-25,none,none,none,Terrestrial,air,"Bird sanctuary and nature reserve, semi-urban beach meadow with patches of wetland (brackish sea). Closed to the public 210315-210930","",none,"Eight Audiomoth units deployed (1.2.0 version). 44600 recordings of 90s each set to capture dawn and dusk chorus between 210314-211001. (48kHz medium gain, 30 files per day, 20 min between recordings. Time window widened to allow for changes in sun)"
490,AmiBio Soundscapes,https://ecosound-web.de/ecosound_web/collection/show/490,"Olaf Jahn,Klaus Riede",Nikos Fakotakis,2023-01-25,none,https://webgate.ec.europa.eu/life/publicWebsite/index.cfm?fuseaction=search.dspPage&n_proj_id=3528,10.1016/j.apacoust.2014.01.001,Terrestrial,air,Natura 2000 area ‘‘Hymettus – Kaisariani – Lake Vouliagmeni’’ (GR3000006),"",none,to be added
493,Kirindy/CNFEREF,https://ecosound-web.de/ecosound_web/collection/show/493,Matthias Markolf,"",2023-01-25,https://ecosound-web.uni-goettingen.de/ecosound_web/collection/show/33,none,10.1007/s10764-022-00285-z,Terrestrial,air,Kirindy Forest/CNFEREF-Menabe Antimena Protected Area,"",none,""
365,Australian Antarctic Territory,https://ecosound-web.de/ecosound_web/collection/show/365,Philip Samartzis,"",2023-01-27,none,none,none,Terrestrial,air,Casey Station,"",none,Multichannel blizzard recording made on measuring 100 knots at peak velocity. Recording was made from multiple vantage points over 36 hours.
104,Doñana LifePlan Natural,https://ecosound-web.de/ecosound_web/collection/show/104,Ricardo Díaz-Delgado,Eloy Revilla,2023-01-29,none,https://www2.helsinki.fi/en/projects/lifeplan,none,Terrestrial,air,"Doñana Protected Area, Spain","",none,5 audiomoths deployed following LifePlan sampling design. Starting from May the 2nd 2023 only 3 audio recorders were maintained according to general LifePlan protocol change
1039,Doñana LifePlan Urban,https://ecosound-web.de/ecosound_web/collection/show/1039,Ricardo Díaz-Delgado,Eloy Revilla,2023-01-29,none,https://www2.helsinki.fi/en/projects/lifeplan,none,Terrestrial,air,"Doñana Protected Area, Spain","Two sites alternatively sampled 1 full year, one in natural area and one in urban area",none,5 audiomoths deployed following LifePlan sampling design. Starting from May the 2nd 2023 only 3 audio recorders were maintained according to general LifePlan protocol change
